ticker,name,title,pub_date,link,description,score,target_stock,sentiment_score,sentiment_label,impact_intensity,time_horizon,news_type,key_drivers,trading_signal,reason
058610,에스피지,[수익 내비게이터] 자가면역질환 치료제 '바토클리맙' 임상데이터 긍정...,2026-02-05 17:44,https://news.mtn.co.kr/news-detail/2026020517403620849,"▶ 진행 - 김솔지 앵커▶ 출연 - 민정욱 MTNW 어드바이저, 김동우 MTNW 어드바이저# '민정욱 어드바이저'의 A/S* 1/16 매수일 에스피지 +69.0% (최고가기준)* 25/11/7 매수일 삼천당제약 +167.5% (최고가기준)# '민정욱... ",0.7,에스피지,0.7,Positive,Medium,Short-term,Rumor,"자가면역질환 치료제, 바토클리맙, 임상데이터",Watch,"바토클리맙 임상 데이터 긍정적 언급으로 단기적인 주가 상승 가능성이 있으나, 실제 매출 영향은 지켜봐야 함."
058610,에스피지,"'AMD 쇼크' 코스피, 3.86% 급락한 5163.57 마감...외인·기관 '7조' 매도 ...",2026-02-05 17:24,http://www.opinionnews.co.kr/news/articleView.html?idxno=132975,"21~30위는 현대무벡스 –4.18%, 에임드바이오 –2.16%, 파마리서치 –23.44%, 펄어비스 –0.57%, 에스피지 –4.50%, 솔브레인 –2.49%이며, 27위 ISC는 3.98% 올랐다. 다만 이후 에스티팜 -3.27%, 휴젤 -2.72... ",0.7,에스피지,-0.3,약간 부정적,Medium,Short-term,Fact,,Watch,"코스피 급락에 따른 주가 하락은 단기적으로 부정적 영향을 줄 수 있으나, 개별 종목의 펀더멘털에 대한 정보는 부족함."
058610,에스피지,[이격도과열 종목] 대동금속·모두투어·큐캐피탈... 추격 매수 괜찮을...,2026-02-05 16:34,https://www.pinpointnews.co.kr/news/articleView.html?idxno=426166,"제주반도체, 에스피지, 에코프로, 태성, 현대바이오, 에코프로에이치엔, 알로이스 등이 포함됐다. ■ 이격도는 경고등… 선별 대응 필요 시장 전문가들은 이격도 과열 구간에 대해 ""상승 추세가 끝났다는 의미는 아니지만... ",0.7,에스피지,0.0,Neutral,Low,Short-term,Fact,,Watch,"이격도 과열 종목에 포함되었으나, 상승 추세가 끝났다는 의미는 아니므로 신중한 접근이 필요함."
000050,경방,'K-국방산업 선도대학' 비전 공유…글로컬 성과로 '지역·세계 연결' 가...,2026-02-05 21:22,https://www.bzeronews.com/news/articleView.html?idxno=810674,"관계자, ㈜네비웍스·㈜유아이헬리콥터·한국표준협회·국군의무학교·논산시기업인협의회·경방신약(주) 등... 또 한국표준협회 오선태 본부장, 국군의무학교 서청수 대령, 논산시기업인협의회 정균철 회장, 경방신약(주)... ",0.7,경방,0.0,Neutral,Low,Short-term,Fact,"국방산업, 지역 연결, 글로컬 성과",Watch,"경방이 국방산업과 연관된 활동에 참여하지만, 주가에 미치는 영향은 미미할 것으로 예상됨"
000050,경방,"건양대, 글로컬대학사업 2차년도 성과보고회 개최",2026-02-05 19:18,https://n.news.naver.com/mnews/article/469/0000913054?sid=102,"논산시기업인협의회, 경방신약(주) 등 지·산·학·연·군 관계자 약 300여 명이 참석해 지역과 대학의 동반... 회장, 경방신약(주) 김충환 대표, ㈜네비웍스, ㈜아이헬리콥터에도 함께 감사패를 받으며 협력 네트워크 강화의... ",0.7,경방,0.0,Neutral,Low,Short-term,Fact,"글로컬대학사업, 협력 네트워크",Ignore,경방의 직접적인 사업 내용과 관련이 없는 지역 행사 참여에 대한 단순 언급
000050,경방,[이격도과열 종목] 대동금속·모두투어·큐캐피탈... 추격 매수 괜찮을...,2026-02-05 16:34,https://www.pinpointnews.co.kr/news/articleView.html?idxno=426166,"에스와이스틸텍, 경방, 엑시콘, 와이즈버즈, HEM파마, 네오리진, 엔알비, 롯데에너지머티리얼즈, 동아엘텍, 덕산하이메탈, 조이시티, 세아메카닉스, 성호전자, 파라텍, 네오펙트, 피앤씨테크, 메디포스트, 와이투솔루션... ",0.7,경방,0.0,Neutral,Low,Short-term,Rumor,"기술적 분석, 이격도 과열",Watch,기사 내용이 특정 종목에 대한 직접적인 분석보다는 이격도 과열 종목에 대한 일반적인 언급에 불과하므로 중립적인 관점에서 관망이 필요함.
00680K,미래에셋증권2우B,보통주 3조 담을때 고작 60억…외면받는 우선주ETF,2026-02-05 18:02,https://n.news.naver.com/mnews/article/011/0004587256?sid=101,"같은 기간 LG전자와 LG전자우는 47.2%에서 50.4%로, 한화와 한화3우B는 55.1%에서 59.2%로, 한국금융지주와... 우선주 괴리율이 13.8%포인트 벌어진 미래에셋증권(006800)도 유사한 사례다. 미래에셋증권 보통주는 스페이스X... ",0.85,미래에셋증권2우B,-0.2,약간 부정적,Medium,Short-term,Fact,"우선주, ETF, 괴리율",Watch,미래에셋증권 우선주 ETF의 외면 및 보통주와의 괴리율 확대로 인한 투자 심리 위축 가능성
00680K,미래에셋증권2우B,"“땡큐, 스페이스X”...연일 훈풍 미래에셋증권, 시총 30조 클럽 가입 [...",2026-02-05 06:38,https://n.news.naver.com/mnews/article/011/0004586831?sid=101,미래에셋증권은 이날 전일 대비 1250원(2.5%) 오른 5만 1200원에 거래를 마쳤다. 지난해 말과 비교하면 두 배 이상 뛴 수준이다. 시장에서는 인공지능(AI) 스타트업 xAI와 우주항공 기업 스페이스X 등 비상장 혁신기업에... ,0.85,미래에셋증권2우B,0.6,Positive,Medium,Short-term,Fact,"SpaceX, AI, xAI, 비상장 혁신기업 투자",Watch,"스페이스X 투자 관련 훈풍으로 주가 상승했지만, 단기적인 영향으로 판단됨."
00680K,미래에셋증권2우B,"금융지주도 넘겼다…미래에셋증권, ‘스페이스X’ 타고 시총 31조 돌파",2026-02-04 16:38,https://n.news.naver.com/mnews/article/018/0006213243?sid=101,미래에셋증권(006800)이 시가총액 31조원을 돌파했다. 일론 머스크가 이끄는 우주기업 스페이스X에 대한 선제적 투자 성과가 본격적으로 부각되면서 주가가 급등한 영향이다. 증권업계 시가총액 1위 자리를... ,0.85,미래에셋증권2우B,0.7,Positive,Medium,Mid-term,Fact,"스페이스X, 해외투자, 시가총액 증가",Watch,"스페이스X 투자 성과 부각으로 시총이 증가했지만, 우선주의 특성상 신중한 접근이 필요."
457190,이수스페셜티케미컬,"이수화학, 울산노인복지관 등 8개 기관 사업지원금 4800만원",2026-02-05 21:43,https://www.ulsanpress.net/news/articleView.html?idxno=568796,울산사회복지협의회(회장 오세걸)가 5일 (주)이수화학·(주)이수스페셜티케미컬과 함께하는 일석이조 자원봉사 프로그램 지원 협약식을 개최했다. 이번 협약식을 통해 지원되는 지원은 지원대상 8개 기관... ,0.7,이수스페셜티케미컬,0.0,Neutral,Low,Short-term,Fact,,Ignore,이수스페셜티케미컬의 사회공헌 활동은 주가에 미치는 영향이 미미하다고 판단됨.
