ticker,name,title,pub_date,link,description,score,target_stock,sentiment_score,sentiment_label,impact_intensity,time_horizon,news_type,key_drivers,trading_signal,reason
006800,미래에셋증권,"“겨우 양전, 장투해요?”…20만전자·100만닉스 컴백에 설레는 개미들",2026-03-18 22:26,https://www.mk.co.kr/article/11991952,이날 미래에셋증권은 삼성전자 파운드리 사업부의 영업가치를 재평가하며 올해 영업이익 전망치를 244조원으로 상향 조정했다. 김영건 미래에셋증권 연구원은 삼성전자 목표주가를 30만원으로 올리면서 “그록 LPU... ,0.9,미래에셋증권,0.3,Positive,Medium,Mid-term,Expectation,"반도체, 삼성전자, 파운드리",Watch,삼성전자 목표주가 상향 조정에 따른 간접적인 수혜 기대
006800,미래에셋증권,20만전자·100만닉스 돌아왔다…'줍줍' 개미들 '싱글벙글' [종목+],2026-03-18 22:01,https://www.hankyung.com/article/2026031805546,"김영건 미래에셋증권 연구원은 삼성전자에 대해 ""이번 GTC에서 삼성전자 파운드리의 엔비디아 그록 LPU 생산이 공식 발표됐고, 3분기부터 출하 예정""이라며 ""지난해 테슬라로의 AI6 칩(23조원 규모) 수주에 이은 두 번째... ",0.9,미래에셋증권,0.3,약간 긍정적,Medium,Mid-term,Fact,"파운드리, AI",Watch,"삼성전자 파운드리 관련 수혜 기대감이 있지만, 미래에셋증권 자체에 직접적인 영향은 제한적일 수 있음."
006800,미래에셋증권,"'IB통'이 이끈 NH증권, IMA 3호 사업자 됐다",2026-03-18 17:46,https://www.mk.co.kr/article/11991787,이로써 지난해 11월 지정받은 한국투자증권·미래에셋증권에 이어 국내 세 번째 IMA 사업자가 됐다. 'IB(기업금융)통'인 윤병운 대표(사진)가 지난해부터 추진해온 중장기 역점 사업이 결실을 맺은 가운데 향후 안정적인... ,0.9,미래에셋증권,0.3,약간 긍정적,Medium,Mid-term,Fact,"IB, 기업금융, IMA",Watch,"미래에셋증권의 IMA 사업 진출에 따른 중장기적 긍정적 효과가 예상되나, 단기적 영향은 미미할 수 있음."
009290,광동제약,제약·바이오 주총시즌 개막…약가·공급망 불확실성 속 '경영 안정' 무...,2026-03-15 14:03,https://www.mt.co.kr/thebio/2026/03/16/2026031512455454947,"동화약품, 광동제약, 대원제약, 일동제약(이상 26일) 그리고 한미약품, 보령(31일) 등 이달 말까지 제약·바이오 주총 시즌이 이어진다. 올해 주총 시즌의 관전 포인트 중 하나는 '대표 재선임'이다. 가장 먼저 주총을 여는... ",0.85,광동제약,0.0,Neutral,Low,Short-term,Fact,"경영안정, 주주총회, 대표 재선임",Watch,주주총회 관련 내용으로 단기적인 영향은 미미할 것으로 예상됨
009290,광동제약,상법 다음은 주가 누르기 방지법…오너 일색 제약·바이오 '고심',2026-03-17 07:15,https://www.news1.kr/bio/pharmaceutical-bio/6103202,"중견사로 꼽히는 광동제약도 PBR이 0.65배에 그쳤다. PBR이 낮다는 것 자체가 고의로 주가를 억누른다고 단정하는 건 불가능하다. 제약 바이오 업계 특성상 시장의 흐름에 예민하게 반응하는 데다, 현금 흐름도 일정치... ",0.8,광동제약,-0.2,약간 부정적,Medium,Short-term,Fact,"PBR, 주가억제, 제약/바이오",Watch,"낮은 PBR이 주가에 부정적 영향을 줄 수 있지만, 업계 특성상 단정하기 어려우므로 관망 필요."
009290,광동제약,[HIT알공] 드디어 나온 2025 제약바이오 실적 싹 모아보니?,2026-03-18 19:14,https://www.hitnews.co.kr/news/articleView.html?idxno=74680,"㉓ 광동제약, 매출 증가·순이익 감소 = 매출 1조6595억원으로 전년 대비 증가. 영업이익 310억원으로 증가, 당기순이익 213억원으로 감소. 금융비용 및 지분법손실 영향 반영. ㉔ 삼성제약, 순이익 흑자전환 = 매출... ",0.7,광동제약,0.0,Neutral,Medium,Short-term,Earnings,"실적발표, 매출증가, 순이익감소",Watch,매출은 증가했으나 순이익이 감소하여 중립적인 관점에서 지켜볼 필요가 있음
289080,SV인베스트먼트,'BTS가 바꾼 투자 공식' 시드투자부터 IPO까지… K팝 쏘아올린 엔터테크...,2026-03-18 13:22,https://www.econovill.com/news/articleView.html?idxno=732077,"먼저 벤처캐피털사인 SV인베스트먼트는 2011년 30억원, 2012년 10억원을 빅히트엔터테인먼트에 투자해 총 40억원을 집행했다. 당시 BTS는 데뷔 전이었고 빅히트엔터테인먼트 역시 중소 기획사에 불과했다. 이후 BTS가... ",0.7,SV인베스트먼트,0.3,Positive,Medium,Long-term,Fact,"벤처캐피탈, 엔터테인먼트, BTS, 투자",Watch,"과거 BTS 투자 성공 사례를 통해 SV인베스트먼트의 투자 능력이 부각되었으나, 현재 시점과는 시간적 거리가 있어 관망 필요."
289080,SV인베스트먼트,개미는 희석·대주주는 수익...SV인베스트 '콜옵션 잔혹사',2026-03-17 14:33,https://www.topdaily.kr/articles/109235,이사회 결의로 콜옵션 행사 지정자 선정…SV파트너스 및 협력관계 개인 등 포함 AI·반도체 패러다임에 행사차익 가능성↑…주주가치 환원 일환 소각 선택지 아쉬움 SV인베스트먼트가 1년 전 발행한 4회차 전환사채... ,0.7,SV인베스트먼트,-0.3,Negative,Medium,Short-term,Disclosure,"콜옵션, 전환사채, 주주가치",Watch,"콜옵션 행사 지정자 선정으로 인한 주주 희석 우려가 단기적으로 존재하나, AI·반도체 패러다임에 따른 행사차익 가능성도 존재함."
289080,SV인베스트먼트,[더벨][한국계 해외 바이오텍 코스닥 상장] 빅파마 파트너 브리즈바이오...,2026-03-17 07:02,https://www.thebell.co.kr/free/content/ArticleView.asp?key=202603130807318680108588,"SV인베스트먼트, 키움인베스트먼트, 스틱벤처스, 탑하베스트캐피탈 등이 신규로 참여했다. 기존 투자자인 데일리파트너스, 패스웨이인베스트먼트, 한국투자파트너스, 우리벤처파트너스, KDB실리콘밸리 등도... ",0.7,SV인베스트먼트,0.3,Slightly Positive,Medium,Mid-term,Fact,"바이오, 투자유치",Watch,"SV인베스트먼트가 투자한 바이오 기업의 코스닥 상장 추진은 긍정적이지만, 실제 상장 성공 여부와 시장 반응을 지켜볼 필요가 있음"
013520,화승코퍼레이션,기업 공시 [3월 16일],2026-03-16 16:42,https://www.sedaily.com/article/20019977?ref=naver,"1651원, 화승코퍼레이션(013520) 75원 ▲RF시스템즈(474610)=LIG넥스원에 167억 원 규모 감시정찰용 레이다 안테나조립체 공급 계약 ▲그래디언트(035080)=보통주 225만 주 소각 ▲디아이티(110990)... ",0.85,화승코퍼레이션,0.0,Neutral,Low,Short-term,Disclosure,,Watch,"소폭 상승에 대한 기업 공시 내용으로, 단기적으로는 중립적인 영향을 줄 수 있음"
013520,화승코퍼레이션,3월 16일 주식시장 주요공시,2026-03-17 08:48,https://www.catchnews.kr/news/articleView.html?idxno=121684,"46억원(전년대비 적자지속) ▶화승코퍼레이션, 보통주 1주당 75원(시가배당률 3.4%) 현금배당(결산배당) 결정(배당기준일:2025-12-31) ▶DYP, 2025년 연결기준 매출액 4,593.33억원(전년대비 +6.56%), 영업이익 167.... ",0.7,화승코퍼레이션,0.0,Neutral,Medium,Short-term,Disclosure,배당,Watch,"현금배당 결정 공시는 중립적이지만, 배당 규모와 지속적인 적자 상황을 고려하여 관망 필요."
013520,화승코퍼레이션,"화승코퍼레이션, 보통주 1주당 75원 결산 현금배당 결정",2026-03-16 16:06,https://www.digitaltoday.co.kr/news/articleView.html?idxno=641530,자동차부품·소재 테크기업 화승코퍼레이션(013520)은 결산배당으로 보통주 1주당 75원 현금배당을 결정했다고 16일 공시했다. 보통주 시가배당률은 3.4%로 제시됐다. 배당금총액은 35억1789만3150원이며... ,0.7,화승코퍼레이션,0.3,Positive,Low,Short-term,Disclosure,Dividend,Watch,결산 현금배당 결정 공시로 인한 단기적인 소폭 긍정적 영향 예상
012860,모베이스전자,"'청와대 앞 오체투지' 우창코넥타 해고노동자, ""모베이스가 공정한 노사...",2026-03-18 17:32,http://worknworld.kctu.org/news/articleView.html?idxno=508918,"2019년 수원에 본사가 있는 모베이스전자가 우창코넥타를 인수하면서 부채가 급속히 늘어났다. 부채비율 130%가 5,660%가 됐다. 순자본 306억 원은 4억8천만 원이 됐고 매출은 800억 원에서 180억 원으로 줄었으며 80억 원에... ",0.7,모베이스전자,-0.6,Negative,Medium,Mid-term,Fact,"노사관계, 부채증가, 실적악화",Sell,우창코넥타 인수 후 부채 증가 및 실적 악화로 인해 모베이스전자에 부정적 영향 예상.
012860,모베이스전자,[오늘의 증시일정] 삼성전자·삼성SDI·제일기획 등,2026-03-18 08:26,https://www.etoday.co.kr/news/view/2566452,"모트렉스, 모베이스전자, 모델솔루션, 명인제약, 명문제약, 멤레이비티, 메카로, 메디안디노스틱, 메가터치, 머큐리, 리노공업, 로지시스, 레이크머티리얼즈, 라이콤, 라온텍, 라온로보틱스, 디케이티, 디케이앤디... ",0.7,모베이스전자,0.0,Neutral,Low,Short-term,Fact,,Ignore,"증시 일정에 포함된 단순 언급으로, 주가에 미치는 영향은 미미할 것으로 판단됨"
012860,모베이스전자,[주요 일정] 3월18일 수요일,2026-03-18 07:36,https://www.labortoday.co.kr/news/articleView.html?idxno=233264,민주노총 돌봄재정 획기적 확대 촉구 기자회견 오전 11시20분 국회 소통관 민주일반연맹 모베이스 규탄!... 국제전자센터 공무원연맹 105차 중앙집행위원회 오후 2시 한국노총 6층 대회의실 IT연맹 KT클라우드노조... ,0.7,모베이스전자,-0.3,약간 부정적,Low,Short-term,Rumor,"노조, 시위",Watch,모베이스전자에 대한 노조 규탄 시위 관련 언급으로 단기적으로 주가에 소폭 부정적 영향을 줄 수 있음
092220,KEC,"반도체 재료·부품 관련주, '싱글벙글' HLB이노베이션·하나마이크론·제...",2026-03-18 18:16,http://www.finomy.com/news/articleView.html?idxno=251635,"위지트, KEC는 상승했다. HLB이노베이션과 하나마이크론은 전 거래일 대비 각각 680원, 2,800원 오른 4800원과... 엠케이전자와 위지트와 KEC는 전 거래일 대비 각각각 700원, 8원, 5원 오른 1만4450원과 591원 그리고 1421원에... ",0.7,KEC,0.3,Positive,Low,Short-term,Fact,"반도체 재료, 반도체 부품",Watch,"KEC 주가 소폭 상승에 대한 사실 보도이며, 단기적으로 미치는 영향은 미미하다고 판단됨"
092220,KEC,"HBM 시장 공략 속도… 미코, 차세대 반도체 핵심 부품 개발 박차",2026-03-17 10:42,https://www.pinpointnews.co.kr/news/articleView.html?idxno=437414,"테스터 소켓의 ISC와 슬러리 탱크의 메카로, 솔더볼의 덕산하이메탈은 2%대 낙폭을 기록 중이며, 티씨케이, 타이거일렉, KEC, 하나머티리얼즈는 3% 이상 하락 중이다. 본딩 와이어 전문 엠케이지전자는 6.87% 하락하며 테마... ",0.7,KEC,-0.3,Negative,Medium,Short-term,Fact,HBM,Watch,HBM 관련주 전반적인 하락세가 KEC 주가에 부정적 영향을 미칠 수 있음
092220,KEC,"[공시속보] KEC, 투자경고종목 해제→투자주의종목 지정 예고",2026-03-16 20:32,https://www.topstarnews.net/news/articleView.html?idxno=16006697,"한국거래소에 따르면 KEC(092220)가 투자경고종목에서 해제됐으며, 2026년 3월 17일부터 1일간 투자주의종목으로 지정된다고 밝혔다. 해제 이후 향후 주가가 추가로 상승할 경우, 투자경고종목으로 재지정될 수 있음을... ",0.7,KEC,0.0,Neutral,Low,Short-term,Disclosure,,Watch,"투자경고 해제 후 투자주의 지정 예고로, 단기적인 변동성 확대 가능성이 있으나 중립적 영향으로 판단됨"
420770,기가비스,"성도이엔지, 40년 설비 외길… 'K-크린룸' 기술로 글로벌 시장 석권",2026-03-18 10:56,https://www.pinpointnews.co.kr/news/articleView.html?idxno=437765,"테스트 및 패키징 솔루션을 제공하는 에이팩트와 레이저 본딩 기술의 레이저쎌, 세정 장비 전문 제우스, 검사 장비의 기가비스는 차세대 패키징 시장 선점 기대감에 투자자들의 선택을 받고 있다. 인프라와 소재, 유통을... ",0.7,기가비스,0.3,Slightly Positive,Medium,Mid-term,Fact,"차세대패키징, 검사장비",Watch,"기가비스는 차세대 패키징 시장 선점 기대감에 투자자들의 선택을 받고 있다는 내용으로, 중립적인 관점에서 긍정적인 영향을 줄 수 있다."
