ticker,name,title,pub_date,link,description,score,target_stock,sentiment_score,sentiment_label,impact_intensity,time_horizon,news_type,key_drivers,trading_signal,reason
000990,DB하이텍,"DB하이텍, 지난해 영업이익 2773억원...2024년 대비 45% 증가",2026-02-05 18:10,https://n.news.naver.com/mnews/article/009/0005633203?sid=101,DB하이텍이 반도체 호황에 힘입어 호실적을 발표했다. 5일 DB하이텍은 연결 기준 작년 한 해 영업이익이 2773억원으로 전년 대비 45% 증가한 것으로 잠정 집계됐다고 공시했다. 연간 매출은 1조3972억원으로 전년 대비... ,0.9,DB하이텍,0.7,Positive,Medium,Short-term,Earnings,반도체 호황,Buy,DB하이텍의 영업이익이 전년 대비 크게 증가하여 단기적으로 주가에 긍정적인 영향을 줄 수 있음
000990,DB하이텍,"DB하이텍, 올해 '풀가동'…중국 파운드리 주문 몰려",2026-02-05 18:07,https://n.news.naver.com/mnews/article/015/0005247577?sid=101,"국내 2위, 세계 10위권 파운드리(반도체 수탁생산) 업체 DB하이텍이 올해 목표 매출과 영업이익을 1조5000억원, 3000억원으로 잡았다. 고전압 전력반도체 사업이 본궤도에 올라 가동률이 지난해 96%에서 올해 98%로... ",0.9,DB하이텍,0.6,Positive,Medium,Mid-term,Expectation,"파운드리, 고전압전력반도체, 가동률 증가",Watch,"중국 파운드리 주문 증가 및 가동률 상승으로 긍정적 전망, 추이를 지켜볼 필요가 있음"
000990,DB하이텍,동학개미가 코스피5000 지켰다 외인이 투매한 삼성전자 다 흡수,2026-02-06 15:54,http://www.smedaily.co.kr/news/articleView.html?idxno=350935,"이외에도 한미반도체(13.01%), 리노공업(7.60%), DB하이텍(5.20%), 원익IPS(5.20%) 등 국내 증시 주요 반도체 종목들로 포트폴리오가 구성돼 있다. 이번 개인들의 증시 참여가 ETF를 중심으로 이뤄지면서 지난 동학개미... ",0.85,DB하이텍,0.3,Positive,Low,Short-term,Fact,반도체,Watch,"개인 투자자들의 반도체 ETF 매수세가 DB하이텍 주가에 긍정적인 영향을 미칠 수 있지만, 영향력은 제한적일 수 있음"
00680K,미래에셋증권2우B,보통주 3조 담을때 고작 60억…외면받는 우선주ETF,2026-02-05 18:02,https://n.news.naver.com/mnews/article/011/0004587256?sid=101,"같은 기간 LG전자와 LG전자우는 47.2%에서 50.4%로, 한화와 한화3우B는 55.1%에서 59.2%로, 한국금융지주와... 우선주 괴리율이 13.8%포인트 벌어진 미래에셋증권(006800)도 유사한 사례다. 미래에셋증권 보통주는 스페이스X... ",0.85,미래에셋증권2우B,-0.3,Negative,Medium,Short-term,Fact,"우선주, ETF, 괴리율",Sell,우선주 ETF의 외면과 우선주 괴리율 확대로 인한 투자 매력 감소 가능성
00680K,미래에셋증권2우B,"“땡큐, 스페이스X”...연일 훈풍 미래에셋증권, 시총 30조 클럽 가입 [...",2026-02-05 06:38,https://n.news.naver.com/mnews/article/011/0004586831?sid=101,미래에셋증권은 이날 전일 대비 1250원(2.5%) 오른 5만 1200원에 거래를 마쳤다. 지난해 말과 비교하면 두 배 이상 뛴 수준이다. 시장에서는 인공지능(AI) 스타트업 xAI와 우주항공 기업 스페이스X 등 비상장 혁신기업에... ,0.85,미래에셋증권2우B,0.6,Positive,Medium,Short-term,Fact,"AI, SpaceX, 비상장 혁신기업 투자",Watch,"스페이스X 관련 훈풍 및 주가 상승은 단기적으로 긍정적이나, 지속적인 성장 동력 확보 여부 확인 필요"
00680K,미래에셋증권2우B,"금융지주도 넘겼다…미래에셋증권, ‘스페이스X’ 타고 시총 31조 돌파",2026-02-04 16:38,https://n.news.naver.com/mnews/article/018/0006213243?sid=101,미래에셋증권(006800)이 시가총액 31조원을 돌파했다. 일론 머스크가 이끄는 우주기업 스페이스X에 대한 선제적 투자 성과가 본격적으로 부각되면서 주가가 급등한 영향이다. 증권업계 시가총액 1위 자리를... ,0.85,미래에셋증권2우B,0.7,Positive,Medium,Mid-term,Fact,"스페이스X, 선제적 투자, 시가총액 증가",Watch,"스페이스X 투자 성과 부각으로 시가총액이 증가했지만, 2우B에 대한 직접적인 영향은 제한적일 수 있음"
321370,센서뷰,오늘의 메모[2월 6일],2026-02-05 11:02,https://n.news.naver.com/mnews/article/011/0004586997?sid=101,(국내CB) 차바이오텍(우선주의 보통주전환) 마녀공장·이엔셀·앱클론(주식매수선택권행사) 센서뷰(321370)·서진시스템(178320)(국내CB·BW) ▲주권변경상장=성도이엔지(037350)(주식소각),0.85,센서뷰,0.0,Neutral,Low,Short-term,Disclosure,CB,Watch,센서뷰 국내 CB 발행 관련 사항 공시로 중립적 영향.
321370,센서뷰,"[주식마감기사] '스페이스X 상장' 기대감에 스피어 상한가... LK삼양, 코...",2026-02-06 19:40,https://www.ggilbo.com/news/articleView.html?idxno=1140610,"케이바이오, 한국비티비, 조아제약, 엔투텍, 플루토스, 재영솔루텍, 아미코젠, 해성옵틱스, 아주IB투자, 씨엔플러스, 우리기술, 유틸렉스, 흥구석유, 세운메디칼, 다날, 센서뷰, 유디엠텍, 대아티아이, 메이슨캐피탈이다.",0.7,센서뷰,0.0,Neutral,Low,Short-term,Rumor,"스페이스X, 상장 기대감",Watch,"기사 내용에서 센서뷰와 직접적인 관련성을 찾기 어렵고, 스페이스X 상장 기대감에 따른 언급은 단기적인 변동성을 유발할 수 있으므로 관망."
321370,센서뷰,"유니콘, 스타트업 '사다리' 역할하는 기술특례상장, 연이은 예측 실패에...",2026-02-06 16:08,https://www.thepublic.kr/news/articleView.html?idxno=293609,"아울러 이 매체 보도에 따르면 신한투자증권과 SK증권, 신영증권이 주관한 시선AI, 대신증권이 주관한 시큐레터, 미래에셋증권이 주관한 에스바이오메딕스, 삼성증권이 주관한 센서뷰 역시 비슷한 상황이라고 전했다.... ",0.7,센서뷰,-0.3,Negative,Medium,Short-term,Rumor,"기술특례상장, 예측 실패",Watch,기술특례상장 기업들의 예측 실패 사례 언급으로 센서뷰에 대한 단기적 불확실성 증가 가능성 존재
012860,모베이스전자,"""일단 줍자"" 1200% 껑충…로봇주 앞에선 개미들 이성도 '삐거덕'",2026-02-04 04:13,https://n.news.naver.com/mnews/article/008/0005313616?sid=101,"3일 한국거래소에 따르면 올해 투자위험으로 지정된 종목은 총 9개로 이 가운데 뉴로메카, 협진, 현대무벡스, 휴림로봇, 모베이스전자, 본시스템즈 등 로봇 관련주가 6개다. 코넥스 상장사 본시스템즈는 최근 3개월간... ",0.85,모베이스전자,-0.3,약간 부정적,Medium,Short-term,Fact,로봇,Watch,"투자 위험 종목 지정으로 단기적 불확실성 증가, 로봇 테마 자체는 긍정적이지만 신중한 접근 필요."
