ticker,name,title,pub_date,link,description,score,target_stock,sentiment_score,sentiment_label,impact_intensity,time_horizon,news_type,key_drivers,trading_signal,reason
127120,제이에스링크,"분석돌파 ""리스크 관리에 무게…바이오·희토류株 주목"" [한경스타워즈...",2026-03-10 13:59,https://n.news.naver.com/mnews/article/015/0005260361?sid=101,"미국과 호주 등 서방국가에서 생산된 희토류 원료를 공급받아 영구자석을 제조하는 기업 제이에스링크도 관심 종목으로 꼽았다. 한경 스타워즈는 국내에서 역사가 가장 긴 실전 주식 투자대회로, 해마다 상·하반기로 나눠... ",0.9,제이에스링크,0.2,약간 긍정,Medium,Short-term,Rumor,"희토류, 영구자석",Watch,"희토류 관련주로 언급되었으나, 구체적인 정보가 부족하여 관망 필요."
127120,제이에스링크,"의료AI 관련주, '룰루랄라 콧노래' 셀루메드·로킷헬스케어... '한숨' 젠...",2026-03-11 18:06,http://www.finomy.com/news/articleView.html?idxno=251219,"랩지노믹스, 제이에스링크 등은 하락했다. 국내 의료AI 시장이 급성장하며 헬스케어 혁신의 중심으로 부상하고 있다. 삼정KPMG 보고서에 따르면 2023년 3억 7,700만 달러(약 5,200억원) 규모였던 시장이 연평균 50.8... ",0.7,제이에스링크,-0.2,약간 부정적,Medium,Short-term,Fact,의료AI,Watch,"의료 AI 시장 성장에도 불구하고 주가 하락이 언급되어, 단기적으로 관망 필요."
127120,제이에스링크,"""내 세포로 장기 만든다""... 로킷헬스케어, AI 재생 의료의 기적",2026-03-11 15:10,https://www.pinpointnews.co.kr/news/articleView.html?idxno=435865,"보안 및 데이터 솔루션의 스피어와 음성인식 AI 전문 셀바스AI, 맞춤형 헬스케어의 제이에스링크는 하락하며 숨 고르기에 들어갔다. 암 동반 진단 전문 젠큐릭스는 6.75% 하락하며 테마 내에서 가장 큰 낙폭을 기록했다.... ",0.7,제이에스링크,-0.2,Negative,Low,Short-term,Fact,"Healthcare, AI",Watch,제이에스링크 주가 하락 언급으로 단기적으로 부정적 영향이 있을 수 있음
012450,한화에어로스페이스,"코스피, '유가 급등·네 마녀의 날'에 하락 마감 [HK영상]",2026-03-12 16:36,https://n.news.naver.com/mnews/article/015/0005261586?sid=101,"면 LG에너지솔루션과 한화에어로스페이스, HD현대중공업 등 일부 종목은 상승 마감했습니다. 코스닥 지수는 11.57포인트, 1.02% 오른 1148.40으로 상승하며 1150선에 근접해 마감했습니다. 코스닥 시장에서는 개인과... ",0.9,한화에어로스페이스,0.2,Positive,Low,Short-term,Fact,,Watch,"전체적인 시장 하락에도 불구하고 소폭 상승 마감하여 긍정적이지만, 시장 상황을 주시할 필요가 있음"
012450,한화에어로스페이스,"""값싼 한국 무기가 이번에…"" 영국도 깜짝 놀란 '천궁-Ⅱ'",2026-03-12 16:24,https://n.news.naver.com/mnews/article/015/0005261576?sid=104,"미사일과 통합 체계는 LIG넥스원, 레이더는 한화시스템, 발사대와 차량은 한화에어로스페이스가 각각 생산한다. 천궁-Ⅱ의 경쟁력은 상대적으로 낮은 가격과 신속한 생산 능력이다. 파이낸셜타임스에 따르면 미국... ",0.9,한화에어로스페이스,0.6,Positive,Medium,Mid-term,Fact,"방산, 천궁-Ⅱ, 수출",Watch,"천궁-II의 경쟁력 부각으로 인한 긍정적 효과 기대, 다만 구체적인 계약 규모 확인 필요"
012450,한화에어로스페이스,‘껑충’ 뛴 수혜주 찾기 열풍...스페이스X 상장 소식에,2026-03-12 16:04,https://n.news.naver.com/mnews/article/024/0000104042?sid=102,"국내 우주항공 관련 기업으로는 한화에어로스페이스, 한국항공우주, 한화시스템, 한화솔루션, 세아베스틸 등이 대표적인 수혜주로 거론된다. 전문가들은 “오는 6월 스페이스X의 IPO는 글로벌 우주 산업 재평가의... ",0.9,한화에어로스페이스,0.3,Slightly Positive,Medium,Mid-term,Rumor,"SpaceX IPO, 우주항공",Watch,"SpaceX IPO 관련 수혜 기대감은 존재하나, 실제 상장 및 한화에어로스페이스에 대한 영향은 지켜봐야 함."
272210,한화시스템,"""값싼 한국 무기가 이번에…"" 영국도 깜짝 놀란 '천궁-Ⅱ'",2026-03-12 16:24,https://n.news.naver.com/mnews/article/015/0005261576?sid=104,"미사일과 통합 체계는 LIG넥스원, 레이더는 한화시스템, 발사대와 차량은 한화에어로스페이스가 각각 생산한다. 천궁-Ⅱ의 경쟁력은 상대적으로 낮은 가격과 신속한 생산 능력이다. 파이낸셜타임스에 따르면 미국... ",0.9,한화시스템,0.3,약간 긍정적,Medium,Mid-term,Fact,"방산, 천궁-Ⅱ, 무기 수출",Watch,"천궁-II의 경쟁력 부각으로 인한 중장기적 긍정적 영향 예상되나, 단기적인 주가 변동성은 낮을 것으로 판단됨"
272210,한화시스템,‘껑충’ 뛴 수혜주 찾기 열풍...스페이스X 상장 소식에,2026-03-12 16:04,https://n.news.naver.com/mnews/article/024/0000104042?sid=102,"국내 우주항공 관련 기업으로는 한화에어로스페이스, 한국항공우주, 한화시스템, 한화솔루션, 세아베스틸 등이 대표적인 수혜주로 거론된다. 전문가들은 “오는 6월 스페이스X의 IPO는 글로벌 우주 산업 재평가의... ",0.9,한화시스템,0.3,Slightly Positive,Medium,Mid-term,Rumor,"우주항공, 스페이스X IPO",Watch,"스페이스X IPO 관련 우주항공 테마 관심 증가 예상되나, 구체적인 사업 연관성은 확인 필요"
272210,한화시스템,"신검단 로열파크씨티Ⅱ, 프리미엄 F&B 서비스 ‘고메드 갤러리아 1호점...",2026-03-12 15:42,https://n.news.naver.com/mnews/article/050/0000103469?sid=101,인수한 한화그룹의 국내 최고 프리미엄 식음(F&B) 서비스 기업이다. 고메드 갤러리아는 오는 4월부터... 관리 시스템을 갖추고 있다. DK아시아 조재만 대표는 “DK아시아와 고메드 갤러리아는 대한민국 최고 시행사와 최고... ,0.9,한화시스템,0.0,Neutral,Low,Short-term,Fact,"F&B, 프리미엄 서비스, DK아시아",Ignore,한화시스템의 주 사업과 직접적인 관련이 적어 주가에 미치는 영향이 미미할 것으로 판단됨.
036170,에이치엠넥스,"[공시속보] 에이치엠넥스, 주가 급등시 매매거래정지 예고→투자경각심...",2026-03-12 20:34,https://www.topstarnews.net/news/articleView.html?idxno=16002274,"에이치엠넥스(036170)가 현재 투자경고종목으로 지정된 가운데 주가가 추가 상승할 경우 매매거래가 정지될... 지난 공시에서 에이치엠넥스는 투자경고종목으로 지정된 상태에서 ""정지예고일인 2026년 3월 13일의 종가가... ",0.7,에이치엠넥스,-0.3,약간 부정적,Medium,Short-term,Disclosure,,Watch,주가 급등으로 인한 거래정지 예고는 단기적으로 투자 심리를 위축시킬 수 있음
