ticker,name,title,pub_date,link,description,score,target_stock,sentiment_score,sentiment_label,impact_intensity,time_horizon,news_type,key_drivers,trading_signal,reason
45226K,한화갤러리아우,[상대강도과열 종목] 흥국화재 다원넥스뷰 퍼스텍 SK증권 '펄펄 끓네',2026-02-20 16:42,https://www.pinpointnews.co.kr/news/articleView.html?idxno=430944,"이어 다원넥스뷰, 퍼스텍, 한화손해보험, TBH글로벌, SK증권, 동양생명, 우리기술, 대성하이텍, SG&G, 한화갤러리아 등도 급등 대열에 합류했다. 전력·원전·에너지 관련주와 함께 한전산업, 애경산업, 큐라클... ",0.7,한화갤러리아우,0.1,Slightly Positive,Low,Short-term,Rumor,"급등, 테마주",Watch,"급등 종목 언급으로 인한 단기적 영향은 있을 수 있으나, 뚜렷한 근거가 없어 관망 필요."
45226K,한화갤러리아우,[이격도과열 종목] 광동제약 미래에셋생명 보성파워텍 한화생명 '앗~뜨...,2026-02-20 16:36,https://www.pinpointnews.co.kr/news/articleView.html?idxno=430937,"이 밖에 대성하이텍, 아로마티카, SV인베스트먼트, 한화갤러리아, 한전산업, 덕산하이메탈, 큐라클, 오르비텍, 삼양엔씨켐, 영흥 등도 과열 구간에 진입했다. 대형주와 금융지주 역시 예외는 아니었다.... ",0.7,한화갤러리아우,-0.2,약간 부정적,Low,Short-term,Fact,"과열, 투자심리",Watch,주가가 과열 영역에 진입하여 단기적으로 투자 심리가 위축될 수 있음
45226K,한화갤러리아우,"한화갤러리아·한화갤러리아우, 상승에 급등...특히 한화갤러리아 6거래...",2026-02-20 14:28,http://www.econonews.co.kr/news/articleView.html?idxno=428161,한화갤러리아 주가흐름 (그래픽=네이버페이 증권 캡처) 한화갤러리아와 한화갤러리아가 상승에 급등 중이다. 한화갤러리아는 20일 코스피 시장에서 오후 2시26분 현재 전 거래일보다 12.31%(320원) 상승한 2920원에... ,0.7,한화갤러리아우,0.3,약간 긍정,Medium,Short-term,Fact,주가 상승,Watch,"한화갤러리아우 주가가 상승세를 보이고 있지만, 단기적인 변동성에 주목할 필요가 있음"
101490,에스앤에스텍,‘금융·원전·반도체’ K증시 이끈다…신고가 속출 랠리 [매경 자이앤...,2026-02-20 17:38,https://n.news.naver.com/mnews/article/009/0005639572?sid=101,"삼성전기 역시 4423억원의 거래대금을 기록하며 역사적 고점을 새로 썼고, 두산, 에스앤에스텍, 씨엠티엑스 등 관련 종목들도 신고가 대열에 합류했다. 전력설비와 조선·에너지 관련 종목들도 시장의 주목을 받았다.... ",0.9,에스앤에스텍,0.7,Positive,Medium,Short-term,Fact,"반도체, 신고가",Buy,에스앤에스텍 신고가 경신으로 단기적인 매수세 유입 가능성
101490,에스앤에스텍,[이슈플러스] 이상일 용인시장 “반도체 클러스터 이전은 국익 훼손”,2026-02-20 17:34,https://www.sentv.co.kr/article/view/sentv202602120213,"저스템, 에스앤에스텍 등 우량 소부장 기업들이 입주했거나 입주하려고 하고 있습니다. 또한 기흥구에 83만평 규모의 플랫폼시티 조성 프로젝트를 진행 중인데, 이곳에도 반도체 소부장 기업들과 인공지능 연구개발... ",0.7,에스앤에스텍,0.0,Neutral,Medium,Mid-term,Fact,"반도체 클러스터, 소부장",Watch,"용인 반도체 클러스터 이전 관련 불확실성 존재, 중립적 관점에서 관망 필요"
101490,에스앤에스텍,"엔비디아도 주목한 기술력… 한미반도체, '하이브리드 본딩'으로 초격차...",2026-02-20 14:52,https://www.pinpointnews.co.kr/news/articleView.html?idxno=430873,"식각 공정의 브이엠, 검사 부품의 피엠티와 마이크로컨텍솔, 노광 공정용 펠리클 생산 기업 에스앤에스텍도 상승 대열에 합류했다. 세정 및 연마 장비의 한솔아이원스, 한양디지텍, 소재 전문 와이씨켐, 서플러스글로벌... ",0.7,에스앤에스텍,0.2,약간 긍정,Medium,Short-term,Fact,"반도체, 노광 공정, 펠리클",Watch,"기사에서 에스앤에스텍이 상승 대열에 합류했다는 언급은 긍정적이지만, 구체적인 상승 요인이 명확하지 않아 신중한 접근이 필요함."
027360,아주IB투자,K-반도체 호황에 변수로 떠오른 중국 반도체,2026-02-20 16:14,https://www.ekoreanews.co.kr/news/articleView.html?idxno=84633,"미국 투자은행(IB) 모건스탠리는 ""CXMT는 2026년 HBM3E 생산을 시작할 것""이라며 ""다만 HBM D램 다이의 발열... 반응이) 아주 만족스럽다""고 말했다. SK하이닉스는 글로벌 고객과의 접점을 늘리며 영향력을 확대하고 있다.... ",0.7,아주IB투자,0.0,Neutral,Medium,Mid-term,Fact,"반도체, HBM, CXMT, SK하이닉스",Watch,"중국 반도체 기업의 HBM 시장 진입 가능성은 국내 투자 심리에 중립적인 영향을 줄 수 있지만, SK하이닉스의 경쟁력 강화는 긍정적 요인이다."
027360,아주IB투자,"극한의 열기도 견디는 K-합금… 스피어, 글로벌 발사체 시장 '핵심 키'",2026-02-20 09:30,https://www.pinpointnews.co.kr/news/articleView.html?idxno=430762,스페이스X 투자 이력을 가진 아주IB투자와 미래에셋벤처투자는 장 초반 차익 실현 매물이 쏟아지며 1% 내외의 약세로 돌아선 상태다. 대형주와 기타 부품주들도 고전하고 있다. 스페이스X의 차세대 우주선에 배터리 공급... ,0.7,아주IB투자,-0.2,약세,Medium,Short-term,Fact,"SpaceX, 우주항공",Watch,스페이스X 투자 이력 관련 차익 실현 매물 출회로 인한 단기적 약세 가능성 존재
027360,아주IB투자,[VC 주주환원 점검] 상장 17곳 중 11곳만 배당…'짠물배당' 꼬리표,2026-02-20 08:02,https://www.fetv.co.kr/news/article.html?no=212169,이어 ▲아주IB투자 59억원 ▲HB인베스트먼트 54억원 ▲LB인베스트먼트 46억원 ▲미래에셋벤처투자 45억원 ▲스톤브릿지벤처스 35억원 ▲나우IB 19억원 ▲DSC인베스트먼트·린드먼아시아 10억원 ▲TS인베스트먼트 4억원... ,0.7,아주IB투자,-0.2,약간 부정적,Medium,Short-term,Fact,"주주환원, 배당정책, 벤처캐피탈",Watch,"배당 규모가 낮아 투자 매력도가 감소할 수 있지만, 단기적인 영향에 그칠 수 있음"
092870,엑시콘,"엔비디아도 주목한 기술력… 한미반도체, '하이브리드 본딩'으로 초격차...",2026-02-20 14:52,https://www.pinpointnews.co.kr/news/articleView.html?idxno=430873,"씨앤지하이테크, 엑시콘, 한미반도체도 보합권에서 등락을 하고 있다. 글로벌 AI 반도체 열풍의 숨은 주역인 한미반도체는 고대역폭메모리(HBM) 핵심 장비 시장에서 독보적인 위상을 굳히고 있다. 설립 이후 반도체... ",0.7,엑시콘,0.0,Neutral,Low,Short-term,Fact,HBM,Watch,"엑시콘에 대한 직접적인 언급은 적고, HBM 테마에 대한 간접적인 영향만 있어 중립적 관점 유지"
092870,엑시콘,"반도체 장비 관련주, '봄꽃만개' 엔투텍·유니테스트·테크윙·HPSP·SFA반...",2026-02-20 00:10,http://www.finomy.com/news/articleView.html?idxno=249923,"이외에 피에스케이홀딩스, 유진테크, 제이스텍, 피에스케이, 엑시콘, 다원넥스뷰, 티에스이, 엘오티베큠... 엑시콘은 반도체 검사장비 업체로 반도체 테스트 장비 사업을 주력으로 영위하고 있다. 메모리 테스터... ",0.7,엑시콘,0.3,Positive,Medium,Short-term,Fact,"반도체, 반도체 장비, 테스터",Watch,"반도체 장비 업종 전반에 대한 긍정적 언급이 있으나, 엑시콘에 대한 직접적인 호재는 제한적임"
092870,엑시콘,"아스플로, 단순 부품서 '모듈화'로 승부수… 반도체 장비 시장 판도 변...",2026-02-19 11:14,https://www.pinpointnews.co.kr/news/articleView.html?idxno=430444,"유니테스트와 엑시콘, 테크윙, 티에스이, 네오셈, 프로텍은 2% 올라 고대역폭메모리(HBM) 및 AI 칩 테스트 수요 증가 기대가 작용한다. 지아이에스와 와이씨도 2% 올라 검사 장비 수주 확대 기대가 유입된다. 진공·가스·세정... ",0.7,엑시콘,0.6,Positive,Medium,Mid-term,Expectation,"HBM, AI 칩, 테스트 수요 증가",Buy,HBM 및 AI 칩 테스트 수요 증가 기대감으로 엑시콘 주가 상승 가능성.
180400,DXVX,"DXVX, '한국형 ARPA-H' 2단계 최종 선정…mRNA 상온 안정화 기술력 입증",2026-02-19 14:26,http://www.biotimes.co.kr/news/articleView.html?idxno=27126,신약 개발 및 혁신 진단 기업 디엑스앤브이엑스(DXVX)는 자사가 참여한 컨소시엄(주관 포항공과대학교)이... 특히 DXVX의 mRNA 상온 안정화 기술이 국가 백신 비축 전략의 핵심 요소로 활용될 가능성을 시사한다는... ,0.7,DXVX,0.7,Positive,Medium,Mid-term,Fact,"mRNA, 상온 안정화 기술, 백신",Buy,DXVX의 mRNA 상온 안정화 기술이 국가 백신 비축 전략에 활용될 가능성이 있어 긍정적이다.
180400,DXVX,"중국인들, 이제 한국 비타민만 찾는다...콜마비앤에이치, 14억 인구 입맛...",2026-02-19 14:10,https://www.pinpointnews.co.kr/news/articleView.html?idxno=430497,"DXVX는 약보합권에 머물러 있다. 반면 블루엠텍은 3% 올라 유통 채널 확장 기대가 반영된다. 신약·바이오 벤처에서는 압타바이오와 신테카바이오가 1% 안팎 상승 흐름이다. 반면 안지오랩, 에이치엘사이언스, 휴럼... ",0.7,DXVX,-0.1,Slightly Negative,Low,Short-term,Fact,"Vitamin, China Market",Watch,"기사에서 DXVX에 대한 직접적인 긍정적/부정적 언급은 없으나, 약보합세라는 점과 다른 바이오 기업들의 상승세가 비교되어 미미한 부정적 신호로 해석될 수 있음"
180400,DXVX,"케어젠, 코글루타이드 멕시코 등록…케어젠 주가는 18.21% 상승",2026-02-19 13:32,https://www.topstarnews.net/news/articleView.html?idxno=15976727,"동일업종 등락률은 10.73%이며, 차바이오텍(1.47%), HEM파마(0.61%), DXVX(-0.70%), 콜마비앤에이치(2.72%)와 비교해 상승폭이 높다. 시가총액은 7조6,705억원으로 코스닥 시총 8위다. ○ 수급과 밸류에이션 구조 최근... ",0.7,DXVX,0.3,Positive,Medium,Short-term,Fact,"케어젠, 코글루타이드, 멕시코 등록",Watch,케어젠 관련 호재가 DXVX 주가에 미치는 영향이 미미하므로 관망 필요.
290650,엘앤씨바이오,"[공시속보] 엘앤씨바이오, 투자주의종목 지정예고→단기 주가 변동성 주...",2026-02-20 20:26,https://www.topstarnews.net/news/articleView.html?idxno=15978934,"엘앤씨바이오(290650)가 투자주의종목으로 지정된다. 한국거래소에 따르면 엘앤씨바이오는 2026년 2월 23일 1일간 투자주의종목으로 지정된다고 밝혔다. 회사 측은 ""해당 종목은 최근 3일간 주가변동률이 27.48%에 달해... ",0.7,엘앤씨바이오,-0.3,약간 부정적,Medium,Short-term,Disclosure,"주가변동성, 투자주의종목",Watch,투자주의종목 지정 예고로 단기적인 주가 변동성 확대가 예상되므로 관망 필요.
001120,LX인터내셔널,배당주 투자 안 늦었다…지금 매수할 분리과세 수혜주는,2026-02-20 08:34,https://n.news.naver.com/mnews/article/018/0006221220?sid=101,GS리테일 △LX인터내셔널 △TKG휴켐스 △교촌에프엔비 △KT나스미디어 △제노레이 △TBH글로벌 등을 꼽았다. 배당 기준일이 3월인 배당소득세 인하 기업으로는 △레드캡투어 △디어유 △풍산홀딩스... ,0.85,LX인터내셔널,0.3,약간 긍정적,Medium,Short-term,Fact,배당,Watch,"배당 관련 긍정적 요인이 있으나, 단기적 영향에 그칠 수 있으므로 관망 필요."
001120,LX인터내셔널,에너지 안보 핵심 '해외자원개발'… 민관 협력 속도 낸다,2026-02-20 19:30,https://www.asiatoday.co.kr/view.php?key=20260220010006180,"LX인터내셔널과도 오는 4월 '한·칠레 구리광업 협력 행사'에 참여해 프로젝트 기회를 살필 예정이다. 이 밖에도 6월 호주, 9월 우즈베키스탄 등에서 세미나와 현지 광산 조사를 진행할 계획이다.오는 6월 26일에는 서울... ",0.7,LX인터내셔널,0.3,Slightly Positive,Medium,Mid-term,Fact,"해외자원개발, 구리광업",Watch,"해외 자원 개발 관련 협력 행사 참여 계획은 긍정적이나, 구체적인 계약이나 실질적인 수익으로 이어질지는 지켜봐야 함."
001120,LX인터내셔널,"[대기업 리스크 엑스레이] LX판토스 상장 지연, 중복상장 규제도 암초",2026-02-20 15:22,https://www.newstopkorea.com/news/articleView.html?idxno=43309,LX판토스의 모회사인 LX인터내셔널은 2년 전 LX판토스의 기업가치를 9800억원으로 평가했다. LX판토스 주식 39만8000주를 주당 49만원에 추가 매입하면서다. LX인터내셔널은 이를 통해 지분율을 기존 51%에서 75.9%로... ,0.7,LX인터내셔널,-0.3,Negative,Medium,Short-term,Fact,"상장 지연, 중복 상장 규제",Watch,LX판토스 상장 지연 가능성 및 중복 상장 규제로 인한 불확실성 증가.
123750,알톤,‘실적 씽씽’ 삼천리·알톤…전기자전거 앞세워 수익성 개선,2026-02-19 05:00,https://www.etoday.co.kr/news/view/2557115,"이투데이=서이원 기자 | 삼천리자전거, 견조한 성장세…신제품 런칭 확대도 알톤, 영업익 흑자 전환…전기자전거 비중 70% 목표 국내 자전거업계 대표 주자인 삼천리자전거와 알톤이 지난해 호실적을 달성했다. 두 회사... ",0.7,알톤,0.6,Positive,Medium,Short-term,Earnings,"전기자전거, 수익성 개선",Watch,"알톤의 실적 개선 및 전기자전거 비중 확대 목표는 긍정적이나, 단기적인 주가 영향은 지켜볼 필요가 있음."
123750,알톤,"지주사 저평가는 옛말… 이녹스, 2차전지 소재 실적 가시화에 주가 반등",2026-02-18 13:10,https://www.pinpointnews.co.kr/news/articleView.html?idxno=430181,"관계사 알톤스포츠는 국내 최초로 LMFP(리튬인산망간철) 배터리를 탑재한 전기자전거를 출시하며 시장... 국내 악기 시장을 대표하는 삼익악기를 비롯해, 자전거 업계 양대 산맥인 삼천리자전거와 알톤스포츠는 전날과... ",0.7,알톤,0.0,Neutral,Low,Short-term,Fact,"LMFP, 전기자전거",Watch,알톤스포츠의 LMFP 배터리 전기자전거 출시가 단기적으로 미치는 영향은 미미할 수 있음
123750,알톤,자전거 '빅3' 2026년 이렇게 간다…디자인·배터리·자토바이 3파전,2026-02-14 07:00,https://www.electimes.com/news/articleView.html?idxno=365120,"삼천리자전거, 알톤스포츠, 모토벨로가 각기 다른 필살기를 꺼내 들었다. 단순한 이동 수단을 넘어선... ◆알톤스포츠, 국내 최초 'LMFP 배터리' 상용화 알톤스포츠는 2026년 현재 '배터리 기술 리더십'을 전면에... ",0.7,알톤,0.2,Positive,Medium,Mid-term,Expectation,"배터리, 전기 자전거, LMFP 배터리",Watch,알톤스포츠의 배터리 기술 리더십 강조 및 LMFP 배터리 상용화 기대감
