ticker,name,title,pub_date,link,description,score,target_stock,sentiment_score,sentiment_label,impact_intensity,time_horizon,news_type,key_drivers,trading_signal,reason
138360,앤로보틱스,오늘의 증시일정 (2월 10일),2026-02-09 17:59,https://n.news.naver.com/mnews/article/009/0005634792?sid=101,◇신주배정기준일=엠아이큐브솔루션(무상) ◇액면병합=플레이그램(100원→500원) ◇상호변경=협진→앤로보틱스 ◇유상납입일=아이씨에이치 ◇추가상장=툴젠 파인엠텍 샘씨엔에스 아이티아이즈 에스티팜 아이엘... ,0.9,앤로보틱스,0.0,Neutral,Low,Short-term,Disclosure,상호변경,Watch,"단순 상호 변경으로, 주가에 미치는 영향은 미미할 것으로 판단."
138360,앤로보틱스,"로봇·산업용·협동로봇 관련주, '봄꽃만개' 대동기어·휴림로봇·대동...",2026-02-10 18:20,http://www.finomy.com/news/articleView.html?idxno=249491,"반면 원익홀딩스, 알에스오토메이션앤로보틱스, 앤로보틱스, 와이투솔루션은 하락했다. 원익홀딩스와 알에스오토메이션은 전 거래일 대비 각각 900원, 1650원 내린 3만6250원과 2만5550원에 거래를 마쳤다. 원익홀딩스와... ",0.7,앤로보틱스,-0.3,약간 부정적,Low,Short-term,Fact,로봇,Watch,주가 하락에 대한 단기적 사실 보도이므로 관망.
138360,앤로보틱스,"협진, 앤로보틱스로 변경상장...""AI 로보틱스 전문기업 전환""",2026-02-10 15:56,https://www.irobotnews.com/news/articleView.html?idxno=44876,코스닥 상장사 협진은 '앤로보틱스(NRobotics)'로 변경상장했다고 10일 밝혔다. 협진은 지난 1월 로봇·자동화 전문기업 앤로보틱스 인수를 완료하며 본격적인 사업 전환에 나섰다. 이번 상호 변경 상장은 기존 제조·설비... ,0.7,앤로보틱스,0.3,Positive,Medium,Mid-term,Disclosure,"로봇, 자동화, AI",Watch,"사명 변경을 통한 사업 전환은 중립적이지만, 로봇 및 AI 사업 확장은 중장기적으로 긍정적 영향을 줄 수 있음"
000720,현대건설,"킨켈라, 3G 연속 두 자릿수 득점 활약...여오현 감독대행 “한쪽으로 치...",2026-02-10 18:45,https://m.sports.naver.com/volleyball/article/117/0004034711,"나란히 승점 48점을 기록하고 있는 2위 현대건설, 3위 흥국생명과 승점 차는 6점이다. 여 감독대행은 “5, 6라운드가 남았는데 라운드별로 최소 4승2패를 가져가자고 했다. 그러면 무조건 봄배구에 간다. 그렇게 생각하고... ",0.7,현대건설,0.0,Neutral,Low,Short-term,Expectation,"스포츠, 배구",Ignore,배구 관련 기사로 현대건설 주가에 미치는 영향은 미미할 것으로 판단됨
000720,현대건설,압구정5구역 현대·DL 출사표… GS도 관심,2026-02-10 18:27,https://n.news.naver.com/mnews/article/014/0005476627?sid=101,현대건설과 DL이앤씨가 공사비 1조원으로 추정되는 대표 부촌 '압구정5구역' 재건축 사업에 출사표를 던졌다. GS건설 역시 사업 참여를 준비하고 있는 것으로 알려졌다. 현대건설은 세계적 건축설계사 RSHP와 손잡고... ,0.7,현대건설,0.3,Positive,Medium,Mid-term,Fact,"재건축, 압구정5구역",Watch,"압구정5구역 재건축 수주 경쟁 참여는 긍정적이지만, 경쟁 심화 가능성을 고려하여 관망 필요."
000720,현대건설,"로봇·산업용·협동로봇 관련주, '봄꽃만개' 대동기어·휴림로봇·대동...",2026-02-10 18:20,http://www.finomy.com/news/articleView.html?idxno=249491,"현대·기아차, 한국GM, 현대건설기계 등 다양한 고객사에 내연기관 및 전동화 부품을 공급하며 성장을 지속해오고 있다. 휴림로봇은 2026년부터 자율주행 로봇 플랫폼 'TETRA-DSV'를 중심으로 물류·공정·점검·보안 등... ",0.7,현대건설,0.0,Neutral,Low,Short-term,Fact,"로봇, 자율주행",Watch,"기사에서 현대건설의 직접적인 언급은 없고, 로봇 관련 사업의 간접적인 연관성만 언급되어 중립적 영향으로 판단됨."
298020,효성티앤씨,아모레퍼시픽 주가 20% 폭등랠리… 밸류업 지수 편입 효과에 'K-뷰티' 자...,2026-02-09 15:52,https://www.pinpointnews.co.kr/news/articleView.html?idxno=427569,"이 밖에도 가구 업계의 한샘, 유통의 BGF리테일, 레저의 강원랜드, 소재 분야의 풍산, 미원상사, 효성티앤씨, 금호석유화학, 하드웨어의 경동나비엔, 건설기계의 두산밥캣, 교육의 메가스터디교육, 포장재의... ",0.7,효성티앤씨,0.0,Neutral,Low,Short-term,Fact,"밸류업, K-뷰티",Watch,"기사에서 효성티앤씨가 밸류업 지수 편입 수혜 언급되었으나, 주가에 미치는 영향은 미미할 것으로 판단됨"
298020,효성티앤씨,"하나증권 ""미국 태양광 상반기 모멘텀 극대화…한화솔루션 등 최선호주...",2026-02-09 07:44,https://www.etoday.co.kr/news/view/2554353,"그러면서 S-Oil, 한화솔루션, 효성티앤씨, 롯데정밀화학, 금호석유화학 등을 업종 최선호주로 제시했다. 윤재성 하나증권 수석연구위원은 이날 보고서에서 “미국 내 가스발전 병목과 에너지저장장치(BESS)에 대한 세제... ",0.7,효성티앤씨,0.3,Positive,Medium,Mid-term,Expectation,"태양광, 미국 에너지 정책",Watch,"하나증권에서 효성티앤씨를 최선호주로 제시했지만, 태양광 관련 간접적인 수혜 기대감만 존재함"
298020,효성티앤씨,밸류업 지수 1.23% 하락… KB금융 7% 급등에도 대형주 매물에 '털썩',2026-02-08 17:50,https://www.pinpointnews.co.kr/news/articleView.html?idxno=427135,"스판덱스 세계 1위 효성티앤씨와 편의점 브랜드 CU를 운영하는 BGF리테일, 패션 브랜드 F&F 역시 내수 부진 우려에 하락했다. 물류 및 유통 기업들의 낙폭도 두드러졌다. 치과용 임플란트 전문 덴티움, 신용평가사... ",0.7,효성티앤씨,-0.2,약간 부정적,Medium,Short-term,Fact,"내수 부진, 밸류업 지수 하락",Watch,밸류업 지수 하락 및 내수 부진 우려로 단기적 관점에서 관망 필요.
005930,삼성전자,"“K-반도체, ‘수도권 집중’이 먼저”",2026-02-10 18:23,https://n.news.naver.com/mnews/article/011/0004588996?sid=101,삼성전자와 SK하이닉스가 이미 대규모 투자를 진행 중인 데다 단기간에 비수도권 인프라를 끌어올리기 어렵다는 판단에서다. 박경덕 포항공대 반도체공학과 교수는 10일 서울 여의도 국회 의원회관에서 열린 ‘K-반도체... ,0.85,삼성전자,0.0,Neutral,Medium,Mid-term,Fact,"반도체, 수도권 집중, 투자",Watch,"수도권 집중 투자 지속은 단기적 영향은 중립적이나, 장기적으로 지역 균형 발전에 대한 리스크 존재."
005930,삼성전자,"신한자산운용, 'SOL AI반도체소부장 ETF' 순자산 8000억원 돌파",2026-02-10 18:48,http://www.wikileaks-kr.org/news/articleView.html?idxno=183159,"특히 메모리 반도체에 우호적인 사이클이 이어지는 가운데, 지난해 하반기까지 종합반도체 기업인 삼성전자와 SK하이닉스 대비 상대적으로 주가 상승폭이 제한적이었던 소부장 기업들이 연초 이후 강한 반등을... ",0.7,삼성전자,0.2,약간 긍정적,Medium,Short-term,Fact,"AI반도체, 소부장",Watch,"삼성전자에 긍정적인 영향을 줄 수 있는 AI 반도체 소부장 ETF 순자산 증가 뉴스이지만, 직접적인 영향은 제한적일 수 있음"
005930,삼성전자,HBM4 주도권 누가 잡나…삼성·SK 경쟁 본격화,2026-02-10 18:47,https://n.news.naver.com/mnews/article/422/0000832651?sid=101,"차세대 메모리반도체를 두고 삼성전자와 SK하이닉스의 주도권 경쟁이 뜨겁습니다. 삼성전자는 '최초 양산' 계획을 알리며 승부수를 띄웠고, SK하이닉스는 안정성을 기반으로 시장의 기대감을 키우고 있습니다. 구하림... ",0.7,삼성전자,0.6,Positive,Medium,Mid-term,Expectation,"HBM, HBM4, 반도체",Watch,HBM4 시장 경쟁 심화에 따른 삼성전자의 시장 지위 변화 가능성 주시 필요
006800,미래에셋증권,"""역대급 실적 자랑""…증권 ETF 올해 50% 뛰었다",2026-02-10 17:37,https://n.news.naver.com/mnews/article/015/0005249538?sid=101,"미래에셋증권이 올 들어 122.27% 급등하며 관련 주요 상품의 수익률 증가를 이끌었다. 키움증권 삼성증권 등도 각각 55.09%, 26.79% 올랐다. 투자자들은 코스피지수가 5300선까지 단숨에 올라서면서 대형 증권사들이... ",0.9,미래에셋증권,0.6,Positive,Medium,Short-term,Earnings,"실적 개선, 증권 ETF",Buy,미래에셋증권의 주가 급등 및 증권 ETF 수익률 증가로 단기 매수 신호 발생
006800,미래에셋증권,서학개미 ‘AI株 재편’…엔비디아 비중 줄였다,2026-02-10 17:56,https://n.news.naver.com/mnews/article/011/0004588964?sid=101,박희찬 미래에셋증권 리서치센터장은 “엔비디아 매도세가 늘어나고 있지만 다른 종목의 매수세가 늘며 최근 들어 AI·빅테크 투자가 다변화되는 흐름이 있는 것으로 보인다”며 “최근 몇 개월 간 주가 변동성이... ,0.85,미래에셋증권,0.0,Neutral,Medium,Short-term,Fact,"AI, 빅테크, 엔비디아",Watch,"AI 투자 다변화 흐름이 관찰되나, 미래에셋증권 자체에 직접적인 영향을 주는 정보는 제한적임."
006800,미래에셋증권,"[HIT알공] 삼천당제약, 아일리아 바이오시밀러 호조에 영업익 220%↑",2026-02-10 18:16,https://www.hitnews.co.kr/news/articleView.html?idxno=73793,"미래에셋증권 후원 NDR 진행. 서울 여의도 등에서 주요 사업 현황 설명 및 질의응답 예정. ③ 일동제약, 2월 11일 2025년 결산실적 공시 예정 = 2025년 연간 및 4분기 연결 기준 잠정 실적 공시 예정. 공시 후... ",0.7,미래에셋증권,0.0,Neutral,Low,Short-term,Fact,NDR,Watch,미래에셋증권 후원 NDR 진행 예정으로 단기적 영향은 미미할 것으로 예상.
457190,이수스페셜티케미컬,오늘의 메모[2월 11일],2026-02-10 11:02,https://n.news.naver.com/mnews/article/011/0004588755?sid=101,▲보통주추가상장=이수스페셜티케미컬(457190)(국내BW) 카카오페이(377300)(주식매수선택권행사) ▲신주배정기준일=레이저옵텍(199550)(유상) ▲보통주추가상장=해성옵틱스(076610)·쎄노텍·제이에스링크... ,0.85,이수스페셜티케미컬,0.0,Neutral,Low,Short-term,Disclosure,BW,Watch,국내 BW 추가 상장 공시로 인한 단기적인 영향은 미미할 것으로 판단.
